00770,909.920,30.900,18.640,45.700,10.200,1648364403.0,1/2,7,1100.704,4748.065,964.8000,898.1450636939044
00775,909.890,30.900,18.650,45.700,10.100,1648364408.0,1/2,7,1100.704,4748.064,964.9000,898.4175229448592
00780,909.900,30.890,18.680,46.200,10.100,1648364413.0,1/2,7,1100.705,4748.064,964.9000,898.3267023863154
00785,909.860,30.860,18.690,46.400,10.200,1648364418.0,1/2,7,1100.706,4748.064,964.9000,898.6899894700036
00790,909.880,30.890,18.710,46.400,10.100,1648364423.0,1/2,7,1100.706,4748.065,964.9000,898.5083443116382
00795,909.910,30.860,18.740,47.200,10.100,1648364428.0,1/2,7,1100.707,4748.065,964.9000,898.2358826360069
00800,909.860,30.850,18.750,48.200,10.000,1648364433.0,1/2,7,1100.707,4748.065,964.9000,898.6899894700036
00805,909.890,30.860,18.770,49.100,9.700,1648364438.0,1/2,7,1100.706,4748.064,965.0000,898.4175229448592
00810,909.870,30.880,18.790,48.700,9.600,1648364443.0,1/2,7,1100.706,4748.064,965.0000,898.5991664866888
00815,909.900,30.920,18.820,48.900,9.500,1648364448.0,1/2,7,1100.706,4748.064,965.0000,898.3267023863154
00820,909.910,31.010,18.840,49.300,9.400,1648364453.0,1/2,7,1100.705,4748.063,965.1000,898.2358826360069
00825,909.900,31.090,18.860,50.400,9.300,1648364458.0,1/2,7,1100.705,4748.063,965.1000,898.3267023863154
00830,909.880,31.170,18.870,51.600,9.200,1648364463.0,1/2,7,1100.705,4748.063,965.2000,898.5083443116382
00835,909.920,31.200,18.900,51.700,9.200,1648364468.0,1/2,7,1100.705,4748.063,965.3000,898.1450636939044
00840,909.880,31.180,18.910,51.500,9.200,1648364473.0,1/2,7,1100.705,4748.063,965.3000,898.5083443116382
00845,909.910,31.170,18.930,51.600,9.200,1648364478.0,1/2,7,1100.704,4748.063,965.4000,898.2358826360069
00850,909.910,31.150,18.940,52.100,9.200,1648364483.0,1/2,7,1100.704,4748.062,965.5000,898.2358826360069
00855,909.930,31.150,18.970,52.400,9.200,1648364488.0,1/2,7,1100.703,4748.062,965.5000,898.0542455599934
00860,909.960,31.390,18.980,52.100,9.200,1648364493.0,1/2,7,1100.703,4748.062,965.6000,897.7817960072498
00865,909.910,31.230,18.990,51.700,9.200,1648364498.0,1/2,7,1100.703,4748.062,965.7000,898.2358826360069
00870,909.950,31.270,19.010,51.900,9.200,1648364503.0,1/2,7,1100.703,4748.062,965.7000,897.8726117166807
00875,909.910,31.240,19.030,51.900,9.100,1648364508.0,1/2,7,1100.702,4748.061,965.8000,898.2358826360069
00880,909.910,31.230,19.050,51.100,9.100,1648364513.0,1/2,7,1100.702,4748.061,965.9000,898.2358826360069
00885,909.970,31.190,19.060,50.400,9.000,1648364518.0,1/2,7,1100.702,4748.060,966.0000,897.6909811059522
00890,909.920,31.180,19.080,49.800,9.000,1648364523.0,1/2,7,1100.702,4748.060,966.1000,898.1450636939044
00895,909.900,31.180,19.090,49.500,8.900,1648364528.0,1/2,7,1100.702,4748.059,966.2000,898.3267023863154
00900,909.930,31.200,19.100,49.600,8.900,1648364533.0,1/2,7,1100.702,4748.059,966.3000,898.0542455599934
00905,909.900,31.160,19.130,49.600,8.900,1648364538.0,1/2,7,1100.702,4748.059,966.3000,898.3267023863154
00910,909.900,31.160,19.150,49.000,8.800,1648364543.0,1/2,7,1100.702,4748.059,966.4000,898.3267023863154
